filename,title,exposure_layer1,exposure_layer2,exposure_layer3,outcome_layer1,outcome_layer2,outcome_layer3,study_design,status
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,QT prolongation,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,JT prolongation,prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,intraventricular conduction defect (IVCD),prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,atrioventricular conduction defect (AVCD),prospective cohort study,success
2011 - prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the department of.pdf,Prospective Cohort Study of Lead Exposure and Electrocardiographic Conduction Disturbances in the Department of Veterans Affairs Normative Aging Study,chemical,biomarker,patella bone lead,disease,cardiac conduction,arrhythmia,prospective cohort study,success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term PM2.5 mass,biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term black carbon (BC),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term copper (Cu),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term lead (Pb),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term zinc (Zn),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term nickel (Ni),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term vanadium (V),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term calcium (Ca),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term iron (Fe),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term aluminum (Al),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term silicon (Si),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term potassium (K),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
2022 - short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation.pdf,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,chemical,air pollution,short- and intermediate-term sulfur (S),biomarker,DNA methylation,leukocyte DNA methylation,epigenome-wide association study (EWAS),success
